,owner,img1,img2,target
695,10,genuine_bin/NFI-01001010.png,genuine_bin/NFI-01002010.png,1
696,7,genuine_bin/NFI-00701007.png,genuine_bin/NFI-00703007.png,1
697,24,genuine_bin/NFI-02402024.png,genuine_bin/NFI-02404024.png,1
698,9,forged_bin/NFI-00304009.png,genuine_bin/NFI-00903009.png,0
699,23,genuine_bin/NFI-02302023.png,genuine_bin/NFI-02305023.png,1
700,22,forged_bin/NFI-00502022.png,genuine_bin/NFI-02203022.png,0
701,21,forged_bin/NFI-01201021.png,genuine_bin/NFI-02101021.png,0
702,13,forged_bin/NFI-00404013.png,genuine_bin/NFI-01302013.png,0
703,25,forged_bin/NFI-00103025.PNG,genuine_bin/NFI-02501025.PNG,0
704,26,genuine_bin/NFI-02602026.PNG,genuine_bin/NFI-02604026.PNG,1
705,17,genuine_bin/NFI-01702017.png,genuine_bin/NFI-01704017.png,1
706,9,genuine_bin/NFI-00903009.png,genuine_bin/NFI-00905009.png,1
707,15,genuine_bin/NFI-01501015.png,genuine_bin/NFI-01504015.png,1
708,26,forged_bin/NFI-00103026.PNG,genuine_bin/NFI-02602026.PNG,0
709,9,forged_bin/NFI-00302009.png,genuine_bin/NFI-00901009.png,0
710,23,genuine_bin/NFI-02303023.png,genuine_bin/NFI-02304023.png,1
711,7,genuine_bin/NFI-00702007.png,genuine_bin/NFI-00704007.png,1
712,30,forged_bin/NFI-00103030.PNG,genuine_bin/NFI-03001030.PNG,0
713,20,forged_bin/NFI-01705020.png,genuine_bin/NFI-02003020.png,0
714,26,forged_bin/NFI-00102026.PNG,genuine_bin/NFI-02601026.PNG,0
715,21,forged_bin/NFI-01205021.png,genuine_bin/NFI-02101021.png,0
716,28,forged_bin/NFI-00103028.PNG,genuine_bin/NFI-02802028.PNG,0
717,24,forged_bin/NFI-00401024.png,genuine_bin/NFI-02403024.png,0
718,20,forged_bin/NFI-01701020.png,genuine_bin/NFI-02003020.png,0
719,15,genuine_bin/NFI-01503015.png,genuine_bin/NFI-01504015.png,1
720,13,genuine_bin/NFI-01302013.png,genuine_bin/NFI-01303013.png,1
721,2,genuine_bin/NFI-00203002.png,genuine_bin/NFI-00204002.png,1
722,16,genuine_bin/NFI-01604016.png,genuine_bin/NFI-01605016.png,1
723,17,genuine_bin/NFI-01701017.png,genuine_bin/NFI-01702017.png,1
724,23,genuine_bin/NFI-02301023.png,genuine_bin/NFI-02305023.png,1
725,4,forged_bin/NFI-08803004.png,genuine_bin/NFI-00401004.png,0
726,10,genuine_bin/NFI-01002010.png,genuine_bin/NFI-01004010.png,1
727,28,forged_bin/NFI-00101028.PNG,genuine_bin/NFI-02803028.PNG,0
728,8,forged_bin/NFI-02304008.png,genuine_bin/NFI-00803008.png,0
729,14,forged_bin/NFI-00102014.png,genuine_bin/NFI-01403014.png,0
730,29,forged_bin/NFI-00104029.PNG,genuine_bin/NFI-02903029.PNG,0
731,10,genuine_bin/NFI-01001010.png,genuine_bin/NFI-01003010.png,1
732,29,genuine_bin/NFI-02903029.PNG,genuine_bin/NFI-02904029.PNG,1
733,27,forged_bin/NFI-00102027.PNG,genuine_bin/NFI-02702027.PNG,0
734,1,forged_bin/NFI-00303001.png,genuine_bin/NFI-00103001.png,0
735,30,genuine_bin/NFI-03001030.PNG,genuine_bin/NFI-03005030.PNG,1
736,13,genuine_bin/NFI-01301013.png,genuine_bin/NFI-01303013.png,1
737,16,forged_bin/NFI-01105016.png,genuine_bin/NFI-01602016.png,0
738,27,forged_bin/NFI-00105027.PNG,genuine_bin/NFI-02702027.PNG,0
739,10,forged_bin/NFI-02504010.png,genuine_bin/NFI-01001010.png,0
740,20,genuine_bin/NFI-02004020.png,genuine_bin/NFI-02005020.png,1
741,4,forged_bin/NFI-08804004.png,genuine_bin/NFI-00403004.png,0
742,11,forged_bin/NFI-00704011.png,genuine_bin/NFI-01101011.png,0
743,26,forged_bin/NFI-00105026.PNG,genuine_bin/NFI-02603026.PNG,0
744,3,forged_bin/NFI-00404003.png,genuine_bin/NFI-00303003.png,0
745,4,forged_bin/NFI-08802004.png,genuine_bin/NFI-00402004.png,0
746,29,forged_bin/NFI-00104029.PNG,genuine_bin/NFI-02902029.PNG,0
